-47.69901	48.63142386	111000
-47.66524	48.63142386	111003
-41.894855	48.63142386	111005
-41.231937	51.45964483	111008
-41.48559	54.59015727	111010
-43.573013	55.03813439	111013
-43.75958	58.57778397	111015
-49.86124	59.19317933	111018
-42.75496	56.04290144	111020
-38.59778	54.0768773	111022
-36.897655	50.33583318	111025
-30.809643	49.05607327	111027
-42.790077	46.34585273	111030
-32.19918	44.20538904	111032
-34.90331	46.95538352	111035
-36.679043	50.49638011	111037
-38.2783	50.69127917	111039
-33.105347	48.97743188	111042
-28.99078	45.36558948	111044
-28.401752	41.46226321	111047
-36.39434	40.71994036	111049
-30.886658	40.98099315	111052
-29.386055	44.06705501	111054
-30.231453	42.46706254	111057
-35.012146	39.2620929	111059
-39.23785	38.04269309	111102
-43.843433	37.26124526	111104
-45.66088	37.60468715	111106
-48.233337	39.5838873	111109
-50.131504	42.49305073	111111
-48.453785	44.54381565	111114
-42.87712	43.04359888	111116
-39.66147	40.38634624	111119
-53.32771	35.58874593	111121
-43.032867	33.45564669	111124
-38.93255	29.25545059	111126
-35.588715	26.44031789	111129
-39.26717	24.02792161	111131
-34.05058	23.44485445	111133
-33.633526	23.33300805	111136
-27.2084	24.33672647	111138
-36.409252	27.19947222	111141
-36.630333	25.9247825	111143
-30.621746	26.10952028	111146
-42.32669	27.52606888	111148
-29.51759	28.095912	111151
-24.581448	23.4926638	111153
-20.640232	19.45421369	111156
-28.731148	15.22136392	111158
-28.06817	15.44947989	111200
-21.400352	15.39266478	111203
-17.770323	13.87138545	111205
-20.13612	9.414361311	111208
-23.05092	6.916928211	111210
-8.082642	5.267543337	111213
-18.226421	3.436964787	111215
-21.814066	6.466476492	111218
-21.824154	12.08574729	111220
-21.08364	14.97570681	111223
-24.15334	19.88683394	111225
-27.438908	23.45741202	111228
-29.470234	29.1409763	111230
-34.386997	32.43011042	111233
-35.881824	36.7371853	111235
-37.811417	39.98064242	111237
-41.677864	45.51697169	111240
-40.24251	49.5022734	111242
-38.745632	45.51526816	111245
-40.968662	42.18512337	111247
-41.391026	37.39151163	111250
-44.848167	37.50848241	111252
-42.89533	38.78045214	111255
-38.265842	40.75422966	111257
-35.854286	42.58598507	111300
-33.62392	45.75707281	111302
-35.11743	48.69221589	111305
-34.35384	53.26697716	111307
-41.27011	57.41279789	111309
-40.821587	63.55604677	111312
-51.47659	66.02970867	111314
-49.99765	65.93789854	111317
-47.47192	65.8194558	111319
-46.614048	66.11986217	111322
-46.889668	67.20321519	111324
-59.38218	68.64159341	111327
-46.0738	66.92362319	111329
-59.11282	63.16126069	111332
-53.80248	61.94074788	111334
-54.09051	61.04089983	111336
-49.635727	61.60372628	111339
-47.01731	63.21830432	111341
-47.357723	67.05795927	111344
-47.531216	69.60090904	111346
-48.1762	73.80480145	111349
-48.11527	75.99511626	111351
-50.66475	78.59906781	111354
-50.736904	81.90709993	111356
-50.40444	84.18734674	111359
-52.438305	87.51980139	111401
-53.048367	88.92525904	111404
-49.738632	88.3525453	111406
-47.22859	87.57101645	111408
-52.915005	86.6286253	111411
-47.593025	87.64384543	111413
-47.694237	92.47640138	111416
-52.646694	95.86597031	111418
-49.22298	97.44734663	111421
-50.425014	101.914902	111423
-51.356846	100.7367289	111426
-51.94245	107.5025693	111428
-55.25378	110.8859514	111431
-56.3702	110.8035044	111433
-49.432873	111.2736645	111436
-49.10767	106.7789575	111438
-48.0202	104.9713251	111440
-47.829082	105.0822015	111443
-47.746822	105.0822015	111445
-47.809116	105.0822015	111448
-50.671585	105.0822015	111450
-50.17926	105.0822015	111453
-49.550068	103.5521624	111455
-47.53089	97.33817235	111458
-47.884014	92.39389399	111500
-52.30822	87.88151974	111503
-53.990906	84.0014077	111505
-44.611496	81.97236809	111508
-44.01915	77.07833671	111510
-44.251686	73.65298161	111512
-41.3522	69.40812927	111515
-56.124535	65.98229478	111517
-53.698082	67.11105145	111520
-56.99664	68.52941891	111522
-44.357162	71.54094486	111525
-45.671505	75.08184275	111527
-46.50602	80.5284199	111530
-48.39729	84.40113683	111532
-48.56368	88.73549258	111535
-49.203194	95.52207372	111537
-49.69475	100.1620278	111540
-51.288	107.061053	111542
-51.05273	111.4686891	111544
-51.731922	117.8098377	111547
-53.20345	118.2837036	111550
-50.619465	118.9901088	111553
-49.7406	118.6449881	111555
-49.817413	118.6449881	111557
-50.157757	118.6449881	111600
-49.287426	113.1497985	111602
-48.118526	109.6934039	111604
-47.937214	105.0124899	111608
-47.49789	99.37968714	111610
-48.520382	95.99535705	111612
-48.032326	94.72903319	111615
-49.695236	98.03556607	111617
-50.370037	100.380536	111619
-51.01114	103.757421	111621
-47.366943	107.2863847	111624
-60.65045	105.3710551	111626
-60.57097	106.4133654	111628
-48.36688	103.8176851	111631
-48.011284	99.49861909	111633
-47.43004	95.01769187	111635
-44.76741	90.54074516	111638
-42.98782	83.85338991	111640
-42.462345	79.7159286	111642
-42.046425	74.32006681	111645
-42.22515	71.23273592	111647
-42.852345	67.29177092	111650
-50.393604	65.21056571	111652
-57.12229	63.60161067	111655
-46.903687	62.67631415	111657
-49.284077	64.01797644	111700
-53.661194	65.33852174	111702
-45.4673	64.97461794	111705
-45.819668	63.74196799	111707
-48.37949	63.18314938	111710
-56.563034	61.32492112	111712
-54.969894	61.43649248	111714
